"site_code","quadrat_num","PFT","weight_observed","cover_observed","cover_predicted","quad_label","weight_predicted_ci","weight_predicted","weight_predicted_lwr","weight_predicted_upr"
"PINNELL","50m","FORBS",0,"0","0.03","PINNELL 50m",0,0,0,0
"PORCUPINECREEK","10m","FORBS",0,"0","0","PORCUPINECREEK 10m",0,0,0,0
"PORCUPINECREEK","30m","FORBS",0,"0","0.13","PORCUPINECREEK 30m",0,0,0,0
"PORCUPINECREEK","50m","FORBS",0,"1.02","0","PORCUPINECREEK 50m",0,0,0,0
"PORCUPINECREEK","70m","FORBS",0.135,"0.01","0.04","PORCUPINECREEK 70m",0,0,0,0
"QUARTZ02","10m","DECIDUOUS SHRUBS",0,"0","0","QUARTZ02 10m",0,0,0,0
"QUARTZ02","10m","FORBS",0,"0","0","QUARTZ02 10m",0,0,0,0
"QUARTZ02","50m","FORBS",0,"0.01","0.03","QUARTZ02 50m",0,0,0,0
"QUARTZ02","90m","FORBS",1.39,"7.01","0","QUARTZ02 90m",0,0,0,0
"QUARTZ02","90m","GRAMINOIDS",0.38,"1","0.03","QUARTZ02 90m",0,0,0,0
"SCHAR","10m","FORBS",0.16,"0","0","SCHAR 10m",0,0,0,0
"SCHAR","30m","FORBS",0,"0","0","SCHAR 30m",0,0,0,0
"SCHAR","30m","GRAMINOIDS",0,"0","0","SCHAR 30m",0,0,0,0
"SCHAR","30m","LICHENS",0,"0","0","SCHAR 30m",0,0,0,0
"SCHAR","50m","FORBS",0,"0","0","SCHAR 50m",0,0,0,0
"SCHAR","70m","FORBS",0,"0","0","SCHAR 70m",0,0,0,0
"SCHAR","90m","FORBS",0,"0","0","SCHAR 90m",0,0,0,0
"SEELA","10m","DECIDUOUS SHRUBS",12.43,"0","0.06","SEELA 10m",0,0,0,0
"SEELA","10m","LICHENS",1.427,"0","0","SEELA 10m",0,0,0,0
"SEELA","50m","FORBS",2.843,"2","0.13","SEELA 50m",0,0,0,0
"SEELA","70m","FORBS",0.314,"0.01","0","SEELA 70m",0,0,0,0
"SHEEPCREEK","10m","FORBS",0.767,"0","0","SHEEPCREEK 10m",0,0,0,0
"SHEEPCREEK","10m","LICHENS",2.328,"4","0","SHEEPCREEK 10m",0,0,0,0
"SHEEPCREEK","30m","FORBS",0.065,"2","0","SHEEPCREEK 30m",0,0,0,0
"SHEEPCREEK","30m","LICHENS",3.549,"9.01","0","SHEEPCREEK 30m",0,0,0,0
"SHEEPCREEK","50m","FORBS",0.26,"0.01","0","SHEEPCREEK 50m",0,0,0,0
"SHEEPCREEK","50m","LICHENS",0.097,"0","0","SHEEPCREEK 50m",0,0,0,0
"SHEEPCREEK","70m","FORBS",0,"0","0","SHEEPCREEK 70m",0,0,0,0
"SHEEPCREEK","70m","LICHENS",2.163,"6","0","SHEEPCREEK 70m",0,0,0,0
"SHEEPCREEK","90m","FORBS",2.051,"4.01","0","SHEEPCREEK 90m",0,0,0,0
"SIXTYMILE","10m","FORBS",0,"0","0","SIXTYMILE 10m",0,0,0,0
"SIXTYMILE","50m","FORBS",0,"0","0.1","SIXTYMILE 50m",0,0,0,0
"SOUTHSTONEBOY","30m","FORBS",0.945,"1.02","0","SOUTHSTONEBOY 30m",0,0,0,0
"SOUTHSTONEBOY","50m","DECIDUOUS SHRUBS",0,"0","0","SOUTHSTONEBOY 50m",0,0,0,0
"SOUTHSTONEBOY","50m","EVERGREEN SHRUBS",0,"0","0","SOUTHSTONEBOY 50m",0,0,0,0
"SOUTHSTONEBOY","50m","FORBS",0.317,"0","0","SOUTHSTONEBOY 50m",0,0,0,0
"SOUTHSTONEBOY","50m","GRAMINOIDS",0,"0","0.16","SOUTHSTONEBOY 50m",0,0,0,0
"SOUTHSTONEBOY","50m","LICHENS",1.554,"8","0.1","SOUTHSTONEBOY 50m",0,0,0,0
"SOUTHSTONEBOY","70m","LICHENS",21.825,"16.02","0","SOUTHSTONEBOY 70m",0,0,0,0
"SOUTHSTONEBOY","90m","FORBS",0.498,"2.01","0","SOUTHSTONEBOY 90m",0,0,0,0
"SPRINGRIVER","10m","LICHENS",2.304,"4","0.04","SPRINGRIVER 10m",0,0,0,0
"SPRINGRIVER","30m","LICHENS",0.492,"4","0.04","SPRINGRIVER 30m",0,0,0,0
"SPRINGRIVER","50m","LICHENS",0,"0","0","SPRINGRIVER 50m",0,0,0,0
"SPRINGRIVER","70m","LICHENS",1.335,"6","0.12","SPRINGRIVER 70m",0,0,0,0
"STONE01","30m","FORBS",0,"0","0","STONE01 30m",0,0,0,0
"STONE01","90m","FORBS",0,"0","0.1","STONE01 90m",0,0,0,0
"STONE02","10m","LICHENS",0.08,"0.02","0","STONE02 10m",0,0,0,0
"STONE02","30m","FORBS",0.05,"0.01","0.04","STONE02 30m",0,0,0,0
"STONE02","30m","LICHENS",0.68,"1","0","STONE02 30m",0,0,0,0
"STONE02","50m","FORBS",0,"0","0","STONE02 50m",0,0,0,0
"STONE02","50m","LICHENS",0,"0","0.32","STONE02 50m",0,0,0,0
"STONE02","70m","FORBS",0,"0","0","STONE02 70m",0,0,0,0
"STONE02","90m","FORBS",0,"0.01","0.02","STONE02 90m",0,0,0,0
"THISTLE","50m","LICHENS",1.543,"6.01","0","THISTLE 50m",0,0,0,0
"THISTLE","70m","DECIDUOUS SHRUBS",3.117,"6.01","0.13","THISTLE 70m",0,0,0,0
"THISTLE","70m","FORBS",0.983,"2.01","0","THISTLE 70m",0,0,0,0
"TOPOFTHEWORLD","10m","FORBS",0,"5","0","TOPOFTHEWORLD 10m",0,0,0,0
"TOPOFTHEWORLD","30m","FORBS",0.54,"5","0","TOPOFTHEWORLD 30m",0,0,0,0
"TOPOFTHEWORLD","30m","GRAMINOIDS",0.3,"0.01","0","TOPOFTHEWORLD 30m",0,0,0,0
"TOPOFTHEWORLD","30m","LICHENS",0,"0.01","0.07","TOPOFTHEWORLD 30m",0,0,0,0
"TOPOFTHEWORLD","50m","FORBS",0,"0","0","TOPOFTHEWORLD 50m",0,0,0,0
"TOPOFTHEWORLD","50m","GRAMINOIDS",0,"0.01","0.17","TOPOFTHEWORLD 50m",0,0,0,0
"TOPOFTHEWORLD","70m","FORBS",0.39,"0.01","0","TOPOFTHEWORLD 70m",0,0,0,0
"TOPOFTHEWORLD","70m","GRAMINOIDS",0,"5","0","TOPOFTHEWORLD 70m",0,0,0,0
"TOPOFTHEWORLD","70m","LICHENS",3.71,"0","0.09","TOPOFTHEWORLD 70m",0,0,0,0
"TOPOFTHEWORLD","90m","FORBS",0,"0","0","TOPOFTHEWORLD 90m",0,0,0,0
"TOWYK","10m","FORBS",0,"0","0","TOWYK 10m",0,0,0,0
"TOWYK","10m","GRAMINOIDS",0.28,"4","0","TOWYK 10m",0,0,0,0
"TOWYK","30m","FORBS",0,"0","0","TOWYK 30m",0,0,0,0
"TOWYK","30m","GRAMINOIDS",0.64,"3","0","TOWYK 30m",0,0,0,0
"TOWYK","50m","FORBS",0,"0","0","TOWYK 50m",0,0,0,0
"TOWYK","50m","GRAMINOIDS",0.29,"3","0","TOWYK 50m",0,0,0,0
"TOWYK","70m","FORBS",0,"0","0","TOWYK 70m",0,0,0,0
"TOWYK","70m","GRAMINOIDS",0.34,"2","0","TOWYK 70m",0,0,0,0
"TOWYK","90m","FORBS",0,"0","0","TOWYK 90m",0,0,0,0
"TOWYK","90m","GRAMINOIDS",0.37,"2","0","TOWYK 90m",0,0,0,0
"TWELVEMILE","0m","FORBS",0,"0.01","0","TWELVEMILE 0m",0,0,0,0
"TWELVEMILE","0m","GRAMINOIDS",2.29,"3","0","TWELVEMILE 0m",0,0,0,0
"TWELVEMILE","10m","FORBS",0,"1","0","TWELVEMILE 10m",0,0,0,0
"TWELVEMILE","30m","FORBS",0,"0","0","TWELVEMILE 30m",0,0,0,0
"TWELVEMILE","50m","FORBS",0,"0","0","TWELVEMILE 50m",0,0,0,0
"TWELVEMILE","90m","FORBS",0,"0","0","TWELVEMILE 90m",0,0,0,0
"UPPERPALDO","10m","FORBS",0.23,"1","0","UPPERPALDO 10m",0,0,0,0
"UPPERPALDO","10m","GRAMINOIDS",0.81,"8","0.97","UPPERPALDO 10m",0,0,0,0
"UPPERPALDO","30m","FORBS",0,"1","0","UPPERPALDO 30m",0,0,0,0
"UPPERPALDO","50m","FORBS",0,"0","0","UPPERPALDO 50m",0,0,0,0
"UPPERPALDO","50m","LICHENS",6.52,"8.02","0","UPPERPALDO 50m",0,0,0,0
"UPPERPALDO","70m","FORBS",0.25,"0.01","0","UPPERPALDO 70m",0,0,0,0
"UPPERPALDO","70m","LICHENS",7.25,"7","0.1","UPPERPALDO 70m",0,0,0,0
"UPPERPALDO","90m","FORBS",0.23,"0.01","0","UPPERPALDO 90m",0,0,0,0
"UPPERQUARRY","10m","FORBS",0,"0","0","UPPERQUARRY 10m",0,0,0,0
"UPPERQUARRY","30m","FORBS",0.199,"1","0","UPPERQUARRY 30m",0,0,0,0
"UPPERQUARRY","50m","FORBS",0,"0.01","0","UPPERQUARRY 50m",0,0,0,0
"UPPERQUARRY","70m","FORBS",0,"0.01","0","UPPERQUARRY 70m",0,0,0,0
"UPPERQUARRY","90m","FORBS",0,"0","0","UPPERQUARRY 90m",0,0,0,0
"WHEATEAR","10m","DECIDUOUS SHRUBS",0.796,"3","0.46","WHEATEAR 10m",0,0,0,0
"WHEATEAR","50m","DECIDUOUS SHRUBS",0,"0","0.14","WHEATEAR 50m",0,0,0,0
"WHEATEAR","70m","DECIDUOUS SHRUBS",4.928,"10","0","WHEATEAR 70m",0,0,0,0
"WHEATEAR","70m","FORBS",1.496,"15","0.53","WHEATEAR 70m",0,0,0,0
"WHEATEAR","90m","DECIDUOUS SHRUBS",0,"0","0","WHEATEAR 90m",0,0,0,0
"WHEATEAR","90m","EVERGREEN SHRUBS",0,"0","0","WHEATEAR 90m",0,0,0,0
"WHEATEAR","90m","GRAMINOIDS",0.494,"6.01","0.14","WHEATEAR 90m",0,0,0,0
"WHEATEAR","90m","LICHENS",0,"0","0","WHEATEAR 90m",0,0,0,0
"WICKERSHAM","10m","FORBS",0.99,"0.01","0","WICKERSHAM 10m",0,0,0,0
"WICKERSHAM","10m","GRAMINOIDS",1.67,"5","0","WICKERSHAM 10m",0,0,0,0
"WICKERSHAM","50m","FORBS",0.42,"0.01","0","WICKERSHAM 50m",0,0,0,0
"WICKERSHAM","60m","FORBS",0,"0","0","WICKERSHAM 60m",0,0,0,0
"WICKERSHAM","60m","GRAMINOIDS",0,"2","0","WICKERSHAM 60m",0,0,0,0
"WICKERSHAM","70m","FORBS",0,"0","0.05","WICKERSHAM 70m",0,0,0,0
"WICKERSHAM","70m","GRAMINOIDS",2.62,"8","0","WICKERSHAM 70m",0,0,0,0
"WICKERSHAM","89.5m","DECIDUOUS SHRUBS",0,"N/A","N/A","WICKERSHAM 89.5m",0,0,0,0
"WICKERSHAM","89.5m","GRAMINOIDS",2.61,"N/A","N/A","WICKERSHAM 89.5m",0,0,0,0
"WICKERSHAM","90m","DECIDUOUS SHRUBS",0,"3","0","WICKERSHAM 90m",0,0,0,0
"WICKERSHAM","90m","FORBS",0,"0.01","0.02","WICKERSHAM 90m",0,0,0,0
"WICKERSHAM","90m","GRAMINOIDS",12.7,"10","0.05","WICKERSHAM 90m",0,0,0,0
"SOUTHSTONEBOY","50m","TOTAL",1.871,"N/A","N/A","SOUTHSTONEBOY 50m",0,0,0,0
